0, 
0, 
0, 
0, 
1.20865, 
1.21901, 
1.39892, 
1.04152, 
-5.94914, 
-5.40117, 
-6.30084, 
-5.07528, 
-5.94914, 
-5.40117, 
-6.30084, 
-5.07528, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
0, 
1.047, 
1.93795, 
2.19708, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.25034, 
2.24221, 
2.25479, 
1.03933, 
1.64128, 
1.87424, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.92232, 
1.91588, 
1.93176, 
-4.87769, 
-8.55974, 
-9.79124, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0164, 
-10.1382, 
-4.86221, 
-8.01545, 
-9.19631, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.41449, 
-9.54069, 
-4.87769, 
-8.55974, 
-9.79124, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0423, 
-10.0164, 
-10.1382, 
-4.86221, 
-8.01545, 
-9.19631, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
-9.4375, 
